       1.008435        0.565312
       1.007394        0.486956
       1.006248        0.445468
       1.004988        0.415999
       1.003602        0.391879
       1.002077        0.370729
       1.000399        0.352050
       0.998552        0.334543
       0.996520        0.318337
       0.994283        0.302582
       0.991822        0.287557
       0.989114        0.272697
       0.986133        0.258774
       0.982852        0.244042
       0.979240        0.230198
       0.975265        0.215900
       0.970888        0.201746
       0.966070        0.187642
       0.960764        0.173367
       0.954922        0.159053
       0.948489        0.144550
       0.941403        0.129647
       0.933598        0.114965
       0.924999        0.099572
       0.915525        0.084160
       0.905085        0.067885
       0.893577        0.051677
       0.880892        0.034945
       0.866904        0.017319
       0.851477       -0.000655
       0.834459       -0.019522
       0.815681       -0.038767
       0.794954       -0.059573
       0.772069       -0.081175
       0.746792       -0.104160
       0.718862       -0.129522
       0.687987       -0.155945
       0.653843       -0.186461
       0.616062       -0.219797
       0.572941       -0.257359
       0.524835       -0.303256
       0.000015        1.132163
       0.000083        1.119304
       0.000241        1.091187
       0.000508        1.045135
       0.000910        0.980275
       0.001473        0.897171
       0.002224        0.798546
       0.003186        0.690472
       0.004383        0.574233
       0.005837        0.458483
       0.007569        0.345947
       0.009598        0.238278
       0.011948        0.136659
       0.014641        0.047302
       0.017704       -0.039525
       0.021164       -0.117940
       0.025055       -0.186065
       0.029412       -0.249242
       0.034275       -0.307386
       0.039688       -0.359612
       0.045702       -0.406851
       0.052370       -0.450290
       0.059751       -0.489652
       0.067913       -0.526840
       0.076926       -0.557675
       0.086870       -0.587688
       0.097832       -0.612021
       0.109905       -0.632801
       0.123192       -0.650258
       0.137805       -0.661243
       0.153865       -0.665998
       0.171503       -0.665622
       0.190863       -0.655359
       0.212096       -0.640529
       0.235370       -0.614807
       0.260862       -0.588859
       0.288763       -0.557727
       0.319278       -0.521362
       0.352623       -0.483538
       0.389031       -0.442122
       0.429164       -0.396981
       0.475148       -0.347857
       0.000015        1.132310
       0.000083        1.119511
       0.000241        1.090988
       0.000508        1.044488
       0.000910        0.980476
       0.001473        0.897078
       0.002224        0.799426
       0.003186        0.690532
       0.004383        0.575360
       0.005837        0.458836
       0.007569        0.345095
       0.009598        0.238919
       0.011948        0.137280
       0.014641        0.044467
       0.017704       -0.038174
       0.021164       -0.115960
       0.025055       -0.186963
       0.029412       -0.247947
       0.034275       -0.306559
       0.039688       -0.359344
       0.045702       -0.406986
       0.052370       -0.449564
       0.059751       -0.490384
       0.067913       -0.525173
       0.076926       -0.557546
       0.086870       -0.587838
       0.097832       -0.611512
       0.109905       -0.632582
       0.123192       -0.650033
       0.137805       -0.659800
       0.153865       -0.665994
       0.171503       -0.664667
       0.190863       -0.655290
       0.212096       -0.639472
       0.235370       -0.617625
       0.260862       -0.589700
       0.288763       -0.557885
       0.319278       -0.522359
       0.352623       -0.482753
       0.389031       -0.440499
       0.429164       -0.397614
       0.475148       -0.348218
       1.008435        0.565949
       1.007394        0.487939
       1.006248        0.446629
       1.004988        0.416622
       1.003602        0.392119
       1.002077        0.371350
       1.000399        0.352313
       0.998552        0.334989
       0.996520        0.318469
       0.994283        0.302944
       0.991822        0.287623
       0.989114        0.273054
       0.986133        0.258522
       0.982852        0.244219
       0.979240        0.230080
       0.975265        0.216100
       0.970888        0.202134
       0.966070        0.187640
       0.960764        0.173739
       0.954922        0.159061
       0.948489        0.144801
       0.941403        0.129800
       0.933598        0.114902
       0.924999        0.099888
       0.915525        0.084248
       0.905085        0.068321
       0.893577        0.052030
       0.880892        0.034818
       0.866904        0.017897
       0.851477       -0.000345
       0.834459       -0.019504
       0.815681       -0.038655
       0.794954       -0.059441
       0.772069       -0.080888
       0.746792       -0.104229
       0.718862       -0.128805
       0.687987       -0.155935
       0.653843       -0.185995
       0.616062       -0.220040
       0.572941       -0.258170
       0.524835       -0.302589
