       1.008322        0.750972
       1.008312        0.701169
       1.008301        0.674515
       1.008288        0.656584
       1.008274        0.642005
       1.008259        0.629930
       1.008243        0.619019
       1.008224        0.609255
       1.008204        0.600145
       1.008182        0.591461
       1.008158        0.583311
       1.008131        0.575542
       1.008101        0.567943
       1.008069        0.560509
       1.008033        0.553400
       1.007994        0.546240
       1.007951        0.539248
       1.007903        0.532404
       1.007851        0.525541
       1.007793        0.518731
       1.007730        0.511990
       1.007661        0.505376
       1.007584        0.498594
       1.007500        0.491824
       1.007408        0.485078
       1.007306        0.478352
       1.007194        0.471530
       1.007071        0.464894
       1.006935        0.457968
       1.006786        0.451079
       1.006622        0.444158
       1.006442        0.437316
       1.006243        0.430127
       1.006025        0.423200
       1.005785        0.415879
       1.005521        0.408804
       1.005231        0.401495
       1.004911        0.394129
       1.004560        0.386694
       1.004173        0.379099
       1.003748        0.371545
       1.003281        0.363781
       1.002766        0.355915
       1.002201        0.348008
       1.001579        0.340081
       1.000894        0.331859
       1.000142        0.323657
       0.999314        0.315298
       0.998403        0.306769
       0.997402        0.298060
       0.996300        0.289252
       0.995089        0.280248
       0.993757        0.271284
       0.992292        0.261918
       0.990680        0.252581
       0.988908        0.242904
       0.986960        0.232991
       0.984817        0.223237
       0.982460        0.212992
       0.979869        0.202490
       0.977020        0.191723
       0.973888        0.181052
       0.970444        0.169802
       0.966657        0.158684
       0.962495        0.146750
       0.957919        0.135014
       0.952889        0.122498
       0.947361        0.110199
       0.941285        0.097303
       0.934609        0.083927
       0.927272        0.070718
       0.919212        0.056560
       0.910358        0.041592
       0.900632        0.026622
       0.889951        0.011397
       0.878223       -0.005065
       0.865348       -0.021762
       0.851217       -0.038909
       0.835710       -0.056852
       0.818699       -0.076037
       0.800043       -0.095408
       0.779588       -0.117230
       0.757171       -0.139633
       0.732612       -0.163270
       0.705719       -0.190677
       0.676283       -0.217584
       0.644082       -0.249444
       0.608877       -0.284064
       0.570045       -0.323055
       0.525577       -0.370192
       0.000012        0.936390
       0.000012        0.934494
       0.000012        0.933172
       0.000013        0.931954
       0.000013        0.930741
       0.000014        0.929505
       0.000014        0.928170
       0.000015        0.926760
       0.000016        0.925233
       0.000017        0.923570
       0.000018        0.921741
       0.000019        0.919785
       0.000020        0.917623
       0.000022        0.915258
       0.000024        0.912637
       0.000026        0.909807
       0.000028        0.906664
       0.000031        0.903129
       0.000034        0.899305
       0.000038        0.895046
       0.000042        0.890322
       0.000048        0.885093
       0.000054        0.879285
       0.000061        0.872827
       0.000069        0.865732
       0.000079        0.857764
       0.000091        0.848760
       0.000105        0.838907
       0.000122        0.827965
       0.000141        0.815574
       0.000165        0.801753
       0.000192        0.786336
       0.000225        0.769127
       0.000264        0.750142
       0.000311        0.728150
       0.000366        0.703274
       0.000433        0.675995
       0.000511        0.646221
       0.000605        0.611975
       0.000717        0.572294
       0.000850        0.530120
       0.001008        0.481600
       0.001196        0.429717
       0.001420        0.372668
       0.001685        0.309782
       0.001999        0.241160
       0.002370        0.170137
